password,strength,bcrypt_hash,rounds,time_ms
"^_cJfn,GyU;ne@6wyTf-(0/Q$8]T'`p",4,$2b$10$oMu76ciO6wA8b7iLeawNDemkeMG.5EDgTh9ll9CN9qtN0Q2tWI8Aq,10,75.51
Ee_UsC;\8Ckz[[Ci],4,$2b$10$WNQDswabM2FbK7V82Q/3LOmrNFgYL4ky/MOkFLWBgg.iJ4bLBdtcS,10,70.31
"{1VN84;""i?OnIWDck""gAwqY`Zv`<UQ&5",4,$2b$10$2dF3g.mD62BK/XbBvbvxKOJGFA5mmWPvhgaHv7zZbADLwFsAsolba,10,73.127
D/VywQaMJ8'R@Wxs+H,4,$2b$10$dha5jCqHsuDmebxd.GvHpO6qD0P6zjhEx3CVHvhIwQnWG4WFTBm1G,10,68.327
=XW(9-j?OBA-gC/dmc82{,4,$2b$10$S9hqfJxgJtCe0o3yaBT5BuuQV/zy23OfzFxycAIn5nAymlxzVSHaW,10,73.839
"|""d,k`2=q!qp<Rh2&IOA",4,$2b$10$7BBzS1YVxRaPX/LJ6wOhQe8ZktOo08ZtZe0VZ0HDmQkGXAst0CGY.,10,71.52
0hI;L:LoIap4Ys2B67cnV,4,$2b$10$BpPTZOuy6ndSB1/61SpTV.ASpMOjn2FP4SoN/UUooiMURY0XWIwPq,10,73.851
"P8LeZ>}>+Ne'p8""=&92)?>X9GOvU",4,$2b$10$eA.m62fMashpk/PyHx6HVuxjKyvB4teqeksQ7lxlw1leqHc/0Tco6,10,81.213
8>^aBp?!gV[+|UGoQs,4,$2b$10$v9Eh67YpnETNRRXuVTw0FO/solGJJ9lOcYd0MQ.iie5qYUpRT9QP.,10,68.71
BY0)l_eHqD]L6%Ez,4,$2b$10$V8HB0HRm.q70WIl6AUZy7OpoaazKpLN3pSB/.B4kfxpoRzdO2u8Ze,10,73.123
.V{l7WC9aY?%+T&e{I<?b_qP2,4,$2b$10$S0WqJp9ux4Eryllr67zXQO5XaFYfwltYBT3fGxZJlWhvatidAr0Ca,10,77.176
"}iJW;y<.#jXUi(',=`w)|yF&f#<'",4,$2b$10$m/Xu6h8jsUCk1WXNXny68uFZ1mPgPAXpiN1PKduepWO2ayPPZ63xW,10,63.592
bI/s7j~Bwc33v~kEedf>>:5-,4,$2b$10$GTi023TFDAMcWUKzexsGj.02uxOTclnar1r5skDQXwpWmifdAhRk6,10,71.57
"1cXH""nH9-s4{X=S@06:0,I+@",4,$2b$10$XgPdypC55UOqiVJWYvtnSuBmggGOT9WrZh.eFNvJZqpJclgBzZt7y,10,69.784
"BXz!&obsDF&;z\e=2qLf""0$XDk4",4,$2b$10$rdikXT0dRncXO/uqF6uOiufeqDOe8WbbCMcy4/wD4eSp5.uifUUz.,10,85.644
=sFhR#y}QDaSqH7D,4,$2b$10$j5pBjvkPf5PbkZbNPBqa8OicPVztfEtvzqhNrEAwka22vgcXBt9ra,10,76.716
>:83Mn;=4-i#TG$b9xB,4,$2b$10$.mhyiiSRMFYuAd5bO4VyTO/.RzfxTjpAgPrRDsKPbFQa7vmtVUKX.,10,87.251
U!anHWUEL;OdSN[]&OvV%>t,4,$2b$10$Cm5ydQi3qbyh1SUUllYDCOggxctY275iVpWCE8KA6l5rYNGaXZlYu,10,87.063
"9|#}]NxE*6<tl4e|O,(CQH*vm{%",4,$2b$10$XbS7dlouLnNdEghJxEPcX.iSQ44zyYm9hnbYRRZOsDwZJfO99z3nW,10,75.843
E7HaX`CI>&JHVpep,4,$2b$10$/4/KWTZCh0dgGcHRL9dArO7EFEO0BAlp7LGq5J4KdVcjmBjDz61ii,10,84.187
"V=wW%u9q(&0%(Zd){c(,6{@Fy",4,$2b$10$6hg226mWLnhgb5n/3Gk6JOYx1Vgu44EVDXTZlPVJBpWZSKdL4m1Ui,10,84.71
<1<112/Kxj+\T?=;f{>yd-y6j;=,4,$2b$10$AD1IVIHN5mWKQHLPd6T6juD5c50CSMoD/ULCq2Ijua7KnEg4SzU4m,10,68.895
BG^j=7?ROMtwQ5b^6p'[[rH#F9d\,4,$2b$10$CPw6jFhqq0EKA0Wr2OhjyONazDoJYQKvjL8flwV6XqaCuh9HXxkUK,10,81.648
:Jl`{)%JdBwD3_&G|pAu9N_ohF\Ka-{U,4,$2b$10$W7kUaFRLI5xjifs28TyFkOV.JmlfkidQ04hn7MKc6b4hJxuJWRSk6,10,68.76
77m3p'i<qEeR`1KQ%,4,$2b$10$ZQ95N2cbpacCPQx4D8suNeavFL1qcqNgeeBds03rZhoUiABAxkD7e,10,71.076
O|WA1|hv!#DiP*?(-/AjU~78*e,4,$2b$10$O70ZLbYTSYrstfUwnhxXhuSBPBol4tR1Y0ZlTn4dJE2m.wFGM8D0q,10,71.293
"s=x.'b;{^VrS`-/R!I~~z]$_C-F""e'",4,$2b$10$2xYf1zU0Pj2Y.fitRc33/ukBg4ddVxwHizGofmhDrRd/CYn9Qbfzu,10,64.268
b|cWA8R`IjCWSXmW,4,$2b$10$H2juXis57lPg97YjOYnkn.6/2VbIErwQLs2CmBnWTCo9ttUADeeN2,10,69.183
"\$~,Ij%PLXinmTMtO^^N@\_la#rU}",4,$2b$10$xanxtEys05iTPpBgLJkmEOnd.oHEGDHbhNWoAXVJjjzOJCGGFyg3u,10,71.234
[*f1AbbCREtpxgL_N#,4,$2b$10$KYXU9V/UZHVVG.lJeWKP0O/W4qwW/N.4KqNCFjqawzU/3mMrgVdRS,10,80.597
\6#Ue;jiLDvr@sf!biiEHw^kidH,4,$2b$10$x94ckZpLBFDvecRcFA24Ye8QZWvEAA3lzTlq74nTjSSY1BCKNZjma,10,72.593
\M^mn_z<4}7[|v/OyEw)TzYVF,4,$2b$10$5kGF442OHSZE4f8aWvlkQO/Iu2znwtW9pLGXtoyeSIAG/tlecPSrq,10,81.584
"1>[4Y""%~LzoitYk)N9",4,$2b$10$aNnpE3O8ShkjUAwJ9FiFYOBLqrAyI..HyGgX7Kn62ex4bLAykJttG,10,76.995
YMs8'*uD@eV_LjD0bg[LDF0st$9f/H,4,$2b$10$/LAW1RMm./Aq9zX8LgtLLOgn1U9KtztQInZZ7V9uh.Gd9HNoauQOG,10,73.184
WD=t]O{C/@uZ8-cU:<60:}Ijk$jwg,4,$2b$10$zJwik2FVKWjELPZLuefXFurSwZZ6r7se5KtM/NQvZm0rzFRV6F3Ny,10,66.692
A078SQ%N~ZTtRByU]/=,4,$2b$10$D3W2QqmJDKzWaz9dk6h0Du/L2fhs.5gDmVw0njZVLrQ/aRljciPW2,10,68.552
"E=c6#""u=2*]GNfXXnCw""|YaHcdB",4,$2b$10$ACrpzcP2/PiV1hJggoZ6we2Xv2FUPKYa1numSKLcS7s1MxgYaj.EK,10,78.39
"~'L(f!C*0ea#Xmj7q46%pW&jE7""jp",4,$2b$10$7w8xA48yk13X6vqxlx7L4OaAVSVfraZImsZsL5qUgLfq0NqC7gc36,10,68.733
"2Yjzh|p'#,j*bXK]",4,$2b$10$FDensAiHrTtKiWNyFD8Vtet2wOm9kNTuw2HFGTZcr8RJjYgHao00W,10,68.995
"#.w?7!m,[P1~ml^EEM""LCJ5",4,$2b$10$pLdCQ0j15qkWsGSLj3Z83.R7ItvQfqBJotNhCQ1pcRSiK4y9911i2,10,74.08
"befY}4Pl&""x.cg.lLa(8'L).SQ.",4,$2b$10$J/8RoF7AbLQTyLaDeTXPJ.pn4ALnPW2tYXHfZC6ZoLKCkRi4U/d2S,10,63.941
$}$~_rM%0Gt6!X!I9M#5,4,$2b$10$f07NqpC9zsLrm7TRP2YCX.mTH1igIgxOHxeWqvGn5r3oWvzrCC.dO,10,71.414
3M!oRscWe#gTac7kshN&1,4,$2b$10$dsfOMxPO4oSlqlXi3z.uVOnA2qgpgRjt8ktHml2xJapYns4aaPd/2,10,68.113
}Phc_H|nWJ2rIoWMI,4,$2b$10$rCooDQJu5EmVCYlS/0QbOet7d.SV9WYqSS6zskgDAHIkKNlBn66Zu,10,73.928
"#]~vHJ$i]~%b.)fnC2lSH=""><'z(",4,$2b$10$yfyveZokF1Yf6r68uw0TZOx4hqYeNu76tHYaPKDiUGQTwAEVR7aFS,10,68.151
{Vof]g!Dm|]Qt+(uC=,4,$2b$10$hEHF0E127s5ToMwtfd/3muXA2upCeRVEEQVVrdZ7InyAaY3JngHaW,10,191.099
":jG7$ZmXaJ9x|Z^2u1GHS>L""T^u,7",4,$2b$10$52DCYko84kCy57OxepGOnOnx3A6JPN2LC5ZzigPkw0NPxq1U3Og86,10,76.46
R0Vqk~mF+m{qI)bWZy:{g_sdb=:,4,$2b$10$uXz8vMsDxR0bgcYCADv8f.TRozf6RTU09Wa0YjHozStEPEl/hHpzG,10,76.543
"4UCF3]Pa%rOq_N!y+ByL38p-K?,]Z",4,$2b$10$9cCrkIZ6h9qmL0qeVWXp5OzLmmr009l.BQQn0XO5G8RIju3Lp/P4O,10,67.372
s&cj?U5]T1fDV[w^TCpWn:]cq,4,$2b$10$xEcM/1AnlQ2Pfq1lZ2Usr.V0IO0O6GnM9Oe51b04VzdNSPVR6KO7y,10,69.386
v1dgzW!\)/BUF.sG[iptwi>Gkyh(Ly,4,$2b$10$sEo16AXt2lxgNxab.XD/8.bW5mHaBs0.jPAk32QAXLyQGtsWkk3Vm,10,68.304
"'pM,HD7{>FO@<^fOKmR2",4,$2b$10$UZvQrRgZwoQjQS/KEux8huOqfsWQAbU4PeUZ6Y0VLsdMdsFg7Q2LS,10,63.896
"Y0,pyC""'qfbQdhF%[hM%",4,$2b$10$jlZCv3QzEni6fFfQdkK9/OR9EawxGd843utp6XQGD2KbGiEzwDk1e,10,66.067
*%'p7g'WM{U!O{YUH,4,$2b$10$RwZij720WNtyqobQ18gmDOE9psX6LLWj1s97Y11EYYKU0jIGIX/LO,10,65.261
8x'<(iMTH/$ef>U@hrp35*ZVo,4,$2b$10$Xu1kH1r3gHjwUmJBOPDZt.yq7w08DgKRrCDkUWN0KKw4Es/7tuJNO,10,82.431
"@""X!pOm>g<\T*xM?zI-FOjmI^*,#bG",4,$2b$10$taJ5iQhDx97a7N6GpHFvUuJKLwSMDRIjIfuL5GVbWU8CSoV9iS/E6,10,72.366
"_19q+)~h6*/eHJo)^?RKzX=c\v""h8*",4,$2b$10$JmiWoGorhFVApit6QlcnJugtFmNxOSzVUb6Gf3arPfcYZprhYQBd2,10,64.218
"sM!b2L<s98""J/A!Ut",4,$2b$10$8PM8j2XByeSW9c6LOcFfPeG8VuPZGNhS9XgXLZzPgOnxnPpHlbCEe,10,77.1
"Mk54B;h*K1jFrS<f:![ju|BO+~>1""3:7",4,$2b$10$tQGTQu8ps5Q8tYLZ4M36JeCtD4x.J2GneAXAPwq1jurzRtA6V46vG,10,69.335
"RPN{q[p'3sTmy2vSOI@1z,",4,$2b$10$ZRNPMQtFLigW1k5S8eslie8TOIZLCzZKbYXbS7B1rN.9.Zv6Dm5/C,10,70.903
"{pC.!IC,tTKQjFVd",4,$2b$10$6k5z5BafB30.y37uCurR3OAomiJfSxvtNE.45FpeO5aY4ewkDCrtO,10,62.315
FD=oYZ65++0~S*H\O,4,$2b$10$hUkZb1U2gbXYwvoPhqQLv.obdMoCrS6Q6MHqKHN9y6MLZs41GoVnC,10,71.68
{\v%~B~X#g~'q:>R/u6,4,$2b$10$NtDWyolnORH7T0q3VLcmbOW1ImFfbCCmv.TvOOHGfnBMJAWDDYr2K,10,76.926
i)U7l#c~9-VX6W~gwJO9hSvgTP,4,$2b$10$oP0UUrCgJnDGwiROs3pzpu8l7juf9lcISljr4GNgBtvz/cuHNLc0C,10,74.625
igEUZ[&P#5a;FBX8`7)Xmbe?X,4,$2b$10$W6/9RQkUH06CZ8Su.fpXh.6Qb2Hu9eAWQvTKm2NuiB1mnXspSAPw6,10,75.765
",,t(+c|DgI8@{03""sW6*",4,$2b$10$IE1h8kWXA8W6zYZtuq7DreJP3JEfThkBMIkPyAgfEYmRKHdOivH7m,10,63.224
"5-6\Mo^/7F3=T0}!zLWPa""^a;IW.",4,$2b$10$3.hqK0zGSGXXhm0Xrtu6a.z6aLhclyos8F7JGkBWqtESwmNfTpA82,10,76.88
}v_]z7OsE<Dzm-1lblu^[d>/IAb,4,$2b$10$3vTqufKKin5siTx870uoNOpIB0ZAMkKYVWDppecGTQl0SeLsofovy,10,67.569
"~zzM/jAwv.a>tk),^r/-0qWF{Y)",4,$2b$10$cVsjXDh9MHulwD/nzzh88.r63d5L6agnJ8MUEJ.TmED1GhcMbAPTK,10,70.975
"Ag4GY,Wz/-+erPlnf/;`]H;58f`1",4,$2b$10$n6092o3FiTEV3BBROBn13.N3.ekan2vmEJnq/78QL0Xbst5lCOB/e,10,69.128
xi*v73BA:K.L7cSn?tn>;L2kD,4,$2b$10$1ftUnM0kWEsQr2tVBup/uOSm9Xd6TEbuuvf7bG2DhogV5z6lQtno6,10,73.812
bRoZa_x!|+1y%H85?C\c=+?,4,$2b$10$TGXsKXQ1znPXTYZXcpz7..729421DVqpDOowViuh2oAVy2nZPKw76,10,66.972
bX7sAQ4RO`-1S0UEvB_d[@f6d|,4,$2b$10$SipRcr3ZBBpHOpfkjhphd.o499Y0AI33OkI/jLyq/SyjnGULWczgS,10,82.663
Ivow<A]2@S1lICc>qXjfjBMM,4,$2b$10$o2x2n4C4XBpQSkbLJRLGPOdRvTrLfyrpWY5b8xfeMaQNjA4ieI3tG,10,66.253
7S-uAE6Cyp)IL7T}%}8lZ,4,$2b$10$pqs4s3j7pIoMc1hewojzTOdVdhsmjnGeaZyxVgBeo1lZqpzY9/gU.,10,78.752
"cb}U,s/)5HGfV`i""DKfkicP[)j",4,$2b$10$OxfGKzAtD.El9aiomAkigutBtCFG.EQOgC8C47bSjk3KIps.qkPCG,10,73.486
amO@]P~TR.q^3Xig'~Oc{L@sR;9,4,$2b$10$SJp1n4BtVBWO6D3jwy9TPunzyqdag83wgU0Cf1cpN1fbTxCicrZqO,10,78.463
IPE5j(+XZAiJpU6b[Y}47fI9f'V#(w,4,$2b$10$RWx46wO/kuuGhg1krQnVpuUXYk4boSmyXceN8JTb6wIYZAW5R5fiC,10,70.473
"@vVvEh\tE#>JJUF5!a{3""*FejU%.h",4,$2b$10$F.UNiJDiVdo/qIhfSafT..B1iONvr5gzyIoVEd5jw9JooWtlGwuLy,10,84.445
"b$-_oD;B|{mf&aA,Bm:\-9dlWw\`Gqe",4,$2b$10$/GjmX0vD1EUe1fr5QcOejOCndINmnSNv3jje6fyVFFwTR9guLJ5EO,10,69.855
Y^)?(1<6&jd\h-|&tl*}=,4,$2b$10$Y6Fkj23tkEww9Ceqb4c6.uppMwWepdqxTH7w44CCTcttuorsm650m,10,68.069
aIBTM=a7`}Zn_}@&7<FeNMHo,4,$2b$10$1tLLGuMOwtgNN1Tqp6alk.WDpfKkj17ibwxu7ue8eRhNnxtZWKaA2,10,78.621
"+]0t""mwAz[QpD<dwt^dS&lq5d]O1c*!|",4,$2b$10$NyOoBBtp9ihC8ix4N06tTeo.i1ifIBGjt9qENyDDV8kZE4moAiXEW,10,70.47
Un62fMyzQ|#878]*nUL$WK:Wry33QN,4,$2b$10$JRrf47UA5hEDsJrZ84xC5.E6bKHcstiBREjqGyxVI/fjMJXfZjr4C,10,70.512
b0/g3cz$mr2pH_WRgen#QUG,4,$2b$10$hKZildxlPQXMA/h8IkSrGO98NEYE.xy1kYFjFtR.98hRLnZ2WsE/G,10,72.688
"}j34p5;'/}?/}t]8(=)U+xj,",4,$2b$10$dEWDXXO5voihZGaK9Y0j1ugHcMqaGfAhFz7ittMZyUm6qWImEVDm.,10,75.702
"yn3REB\5SKbXa\j;3{,Rxm+X""*ah+",4,$2b$10$1v4MS8xeX80VoUAnjm3CruTnsM2ADfvQYbjXRZYfDt9AlHViDD4fm,10,82.589
"bek2'pLW&?,^cH=aF`NT/lji-P<r$uY",4,$2b$10$.onE6d8XJAPhFepqa/pQiem4FHSCFcWfGCdqfnZD3R7u/U5kgDFJG,10,68.007
"x|Bl`P,VP.;^6Tm<OB6h*m6O=;F",4,$2b$10$5Qp98OjeSKhmlgdIy1qClO7OMIOTwpwq/txxgC732Ewe21IrJbI3e,10,68.109
"""o{8h(8amK@OGQxm<1lE2@'r6FKw",4,$2b$10$VcpqwI.P9lRr.nE6eM.S4O5k4QBOmgQ2Iu0mCZf6zjy2OjjggBw4W,10,73.074
",Z:I&ahv4n2dZ'To2ElD*'A|o+R<o%T",4,$2b$10$R4m9IfIHGr2pISyJ7E7Lnu05WfZiN1kc07vOCMiSpqCyLf5/xnsVi,10,75.466
Y9yd3;&VD{_F]&w~,4,$2b$10$bWvunxlAnoYxinUI7My8CuO2QJZltnFc9fPym6rBItiK75bVas6xu,10,65.701
QmL=p:yU@&:_ly%`MC5(;r)N;O%Od|L,4,$2b$10$9XFgT8nVT33h4IDyyEiYG.46MkDmWKNODdyj986JOT9JqqnUupzs2,10,74.692
P`$b'>qf!;LS{ecPXd2}$\8E6}aJ,4,$2b$10$uPmyJ0sbNckeVMAlWe5dkeGzV1eOjUO0zAbCJUz4Bp6awfGOX/nSC,10,66.665
VsH[b=ZNUmei~><\=|(uv,4,$2b$10$TmjKfvzuKNrplJob8YHKu.lcuNhVDGLvnV1iob.q7KZ720jNR4Kw6,10,71.378
"N4QSM,'g=xHKSjDVr-0;.p#h""zmn6",4,$2b$10$3JUmN5col6pnh4lYNjZw6Owzk9dyUwz6H/sgOiBQsyVUIFI6pXx1K,10,72.309
aXwO%qbvHxjesvySdQ+kI,4,$2b$10$cJ3MCMDv8k5aoDV.U7AXNeyoyi7PzqQrVllWxUMx3u/FjCMbmOSpm,10,70.365
"""i}E10-<%qwZq6xxrws_v7tcK*`8fr<",4,$2b$10$vO8NOKb5OdMnIRua.C723OtP15kRMQkXy8PGUksfg7HEKMzKOy7Ci,10,77.638
KZ>.omH]w0R(-X:b,4,$2b$10$QpkOJX5nHl5iT.5gFV2peufeFTS2r9cFp8AP./B.8.nChOVUXpF7i,10,73.684
OZ?vm.f:Hew1x\J-(d,4,$2b$10$qO.dGnQsRDUqMZ1gz.2kUubuWO6cNncakK6YCngKuH8XFhEp7Zu5y,10,70.754
"|Cy,tFw$}^]C'm?jA]|B~eEOj@:qU94j",4,$2b$10$7itnAmZdl3r7JASeqaNV5uaN4U.6EzVomrovs5o9Vx8SAbXR1V8dS,10,76.863
?h?Dd*IRur!b$}x79XTe{E},4,$2b$10$dXRCxXHwXENQUduZHJPFXeM4V5xa2XKkwHCWtGVhyYIwibT3zdtgy,10,77.267
"N;(B*7.nP-p/[#rt$8IBB""6""f",4,$2b$10$68iNPb3It1XKWjoQu0ku/OnVT98e2ygopKsU3jqzwpgPhQh6.Q.T6,10,85.798
"<,&_FWK/:QRW]uSexA70S",4,$2b$10$5p99eADlDP1/wAmLgOnFU.CnKK2c2bj7zceV90lMhGC4VI1K2Qs5e,10,66.403
"t_u4k@Cd!M6_p!U]@(%CzCt,W\A`,",4,$2b$10$BBig5Svu3r5rG.FkVXMAlOoLsOkF.0jWLJKF5ThbjB2IVbP7ouTii,10,64.194
"E>8.0.""{FiIM13%vyOAR,sz",4,$2b$10$boMd5d1kUrRPQAdEStdRm.YHgUVpRoIYs/omLvB2997QUPk0MJWjK,10,73.301
"6^o),v]&d7+0IkBiIz/",4,$2b$10$.GN2bM18A.onDsbelxJB2uji5wtf.AhH0hqGl9N2HyZ1UsvXP8Koy,10,69.12
*@=~eVNkl2;=@}XPh7#,4,$2b$10$c3WbA.FH37X5r1/baV2FjeByTx3BTRbP2J8rXxnaumFJOifFdNe9G,10,68.229
"c3aOFCNH{bsZ*^>f@"">T%]",4,$2b$10$1.fAbesVeuLTFnSVocQTlunkNt2WN6Ko/t1tow.xvNhZvoPZfUYim,10,76.042
Y2BonbU78^nQfmftb0,4,$2b$10$JyCg2UmXCkl68WnzmXDasOqMzFqFnmhy6moqHXlKhhdF5/Hj3pvTG,10,78.126
WJL9fh+lQW7$w`moHVvW.`{eMy9p6y,4,$2b$10$EwRrQAgiMurcUfrqpVAhtOPag2D7UjocAgG3MDdRDxut0Kw9bsVRa,10,66.638
!#nb^@eni6@N~yLN?k*tf,4,$2b$10$T29MOkEiCJliWlsgDlaFReUjxF5Ijuk2nUK1edCFlSWj9P9phlmlO,10,66.113
@d&y(s8-2o.~)i<qP,4,$2b$10$k5R6FNk8morRletXIK2IKOdzM4hWy2Ylw.tMF4xZQ3EXKyX1TWzyW,10,78.678
"Jg`?Wh]B/L,GWA3KK}9B[F>""KPCU-",4,$2b$10$xO8So6z8fuGGC4QjgWSTcOuk6DVmm0WYD3DBmRn4Dd1xlVmuWag8S,10,71.079
"ZOsX<>a^M[QV=x\,yE].+Uo&T30?tq",4,$2b$10$sUyoRgJ/c71FAJUtREOAi.I9.jiAtGeotNhBDEavJlTdxjw.kxmt6,10,74.532
[7;^cy4Mz.<u2H&c[OJ4P6u!M[Y,4,$2b$10$nMY8XKmygvuTiFF.uxPPgeXFy01OLJTokm.MpWqVJRSjY3ZOR1.sm,10,73.463
!'H1p7d?{%'EVp2)H,4,$2b$10$0qr679wOakRmzwH9LOWlSOc0a7luDkRKszNQmDPDaVry6EddMV6Di,10,61.163
9E~N9%H70JARU]*l$WHABNE%!iEOzoz,4,$2b$10$LD09pr/BbNMlnSMXriXFp.dhmyyYzj9WklYja0fj32L9szzth0CZS,10,61.154
"b*wq""1RzSgGt###I{^=?X",4,$2b$10$3TXiYvuvhmKCSwWOTcuORe5CAuSvmmuMjXt2Zh3t/k/gUNP1HTf6a,10,72.988
"DAMQC$@6E4`CKlADcE9[h%""rab1",4,$2b$10$Ujs52jpi24EQIC8FKCRmPeKDDuF97osYuO1R8N.qPnjoe4c2xOKSO,10,64.301
"bO;%PhlA&]Mqw_$x,[/=k~AqdNr",4,$2b$10$35p9/u1dAj5cOrvk9nUNb.2BoePMV0PdSUxp23Pmf7F8qxQT3zLyC,10,79.388
"HhO=7jR&eOq""[;1`xg(|",4,$2b$10$n3VsIJAbgot21evPhwrvbeiqSfFnxgJ7oGWIBDLF7B4jhUrs5QQWS,10,66.866
"""Ow~J5q?'k3D(Vau'f,Ovw<F,t",4,$2b$10$/JHk8ZOb17WbUR9TmLIAYetRx1Oa1cfOZjTDqgXkV2kHXnfuPiqLO,10,68.602
qtjv9g4iskgmEtz0wcP%z,4,$2b$10$Q44Xsznsyvogp2Or1ujsAuW6vzT4pUrV/fpSw3fxVXmAg21uBOyG6,10,66.719
"\VYKLftl8&?N{&`oUch8r,f'2O[{|",4,$2b$10$iQdshx8sQHIMe1E/dhmm2Ox3mVe8LWA043W3MPOUInbw2T3z9o0gK,10,61.367
"<mxwn""fp4]VE0:x_GzU6jDP%W^6[9",4,$2b$10$DFHx.wAa.ZI5LZeKuIon7OcRlT/KDRsDjlAL/n/vY63dlzJAgDqRS,10,78.125
"""%^kRvk[~\S_Z}\]yuSX+T3Ce",4,$2b$10$ry.ATIMGM/AtbZ6S/H4ve.AA/IyHMWwGc.IQscaxMe/htRKdCyy.e,10,67.669
tIKu9C;%p;aI/Bm\(`zN}B$K/ph,4,$2b$10$iKy6clJpOEj36sj/hH5CCOXY1O5FUQ5y8hforoLRTf3BrYgJPy8Te,10,71.959
)JNf;zTwDR=P^nfP6@*M;t(9ea=%6RW,4,$2b$10$vg37eSt4Vb5DO84OezFtPuqbG2xM3l/GQZGcYGhln3Ln23nOQIzU2,10,85.686
9ip'3]!|T^QQ}5>TAT&#%C~],4,$2b$10$2Vhs.JhdeNnJEc/RxMUz6O9GEA561Oe8Uh7Pz.Z/WpsAoB8YyXwqe,10,65.979
"$9`09Y<""tk${||*ng:oA+=NQmAEyVoQ",4,$2b$10$/oEu8WnNjvil89ZQ/bbYYeUYL1lo1rrG9OiRJSQqpE6/TKkxWPW8a,10,68.886
"]k,i'l<pVY\7NYC<xxY7XlKsE+Ic#$",4,$2b$10$b1Dm0GkWBhkgXTpEe6J6aOVLY4b/vczy8qRL.HgkJjIjMaF2QkOUe,10,78.904
"i{s*>(-TQe*zpk$9/02yUg}t5I8@%""%",4,$2b$10$tdC4a.F/TmSRHZ1mFrphGOzGN1zjquqZLDQAT.C6oFUMHdNckbx.a,10,61.154
"6,3p<]!XEEV!:IetH?",4,$2b$10$E909tXMQfsZ4hl1tiUZcHupcBRX1eeZtdYl8ozLQuAyE3ApOC9bqm,10,75.718
Cys9MRJ6wv04pMbI)#:XZ2),4,$2b$10$0l7SLpi46g25cZ/uBJtqJ.zI3dQHA3lNxse8HizKnJdti7sjq6/Mu,10,74.215
3V}]5VGr{*wh0x94dF9r=%,4,$2b$10$0qBhsNmLBEsK2XDyNwgC5.AAKKB0Gh1L.rOPWkonWNTCHNRFsdq0m,10,73.972
"s'&o#ry=~Q3Y""QMCIDDA`yS!#^Pm2O",4,$2b$10$PC.h2s/iOLfB03H3MKWTPuiqC.oLCtF.k.x70FGwUO1LLFhGtJWf.,10,69.888
e:!'kOa$Mo&EYGSyZF1r'Z{A3,4,$2b$10$n.VltK1eFwZlYJ6AWii76OS5uRpz6ctFb6ZjMTy63tF6.PIAFr.NS,10,78.804
z^'k(+5{X{jO`K}Tb%,4,$2b$10$G59.HmcWTaAw1gHLglwlAe8VpYlp5fDEDfWiXBdJBvjn2dHxaBR9O,10,65.626
|yL*JbRa?1{xu+IN,4,$2b$10$g0sii2hSZEigyJDYcxjVKu6/0ke/0Sn0JwwJJGrLY.dihnQkkR/P.,10,66.052
VWjD/k`sm%[zc5Z.{xjE[|{*aG_aZ<,4,$2b$10$l.pmGhRIZ7.Qduxf8WCQGedGdt7q4sirjvsICGVN.fk6hsw0yHCGO,10,65.811
T@3dS12?Z`z^PpNIu9,4,$2b$10$q3JoJ6TlnKhILnx0so4dfeVIEcLarlEe.0oupVEyuiHx5M2hqXzZK,10,63.472
"4sgggYi},>e%r/(Vd@3",4,$2b$10$ZQxQZqvY1TBNrU.v0g0kYeC84WLss94Q7q8ClrKgourMMPCJTz0iu,10,80.743
"d=2t,s'ZWhX-',zg$$du:#i,(",4,$2b$10$itBsdhlOYmtPzwWZZCeghuH7WBlLrXpQsCDKMDvJ.cju8aPjw4DMS,10,75.077
V!0-mj6_Oq[k9i6__Q]t,4,$2b$10$IqpKNcSTQozc52TUF8EGz.7qnuDkDfLjYYzG1o37GavVSaUHiB3Wy,10,83.31
"*W""1Li2dwdha(_Grn/5fg=i`6b:*!",4,$2b$10$H4hpxF73c9zhbqMoVVVp.ucFBF4/N6pZ3rVl.uWDhuP6nR.UglOua,10,70.513
Z1ujH7TS?S2EKEvb|bvXF265Pf,4,$2b$10$iZX0BdGPhSGd31KIH69fV.pHIbebkdUUj0EmYP60Jh16i4pbafC.C,10,73.044
"iz{CX,I|-*kL]uw?*Ag.^s!""M",4,$2b$10$NpWxFaGl17hPcVeZ/4FdMu23YXk1k2SXK35yw.yydUEC2OTxQ4Vy2,10,67.056
aX~?+0C?OINm>8-k,4,$2b$10$h9bcDxcKQ24dTOERhZ7sxOP1TZJSx0WzISNmj6lsgN7sCpS5eHNvy,10,65.639
"65H@VzMEIPEwi>bm&\u8iPbn,oVTPL",4,$2b$10$zCttWb8qPkUygzWe6wDx1uyg3SIQRsX5L10yF9xr8dTDeQONI9ulu,10,73.951
cv[T7!$[H#s(*tvuq:WyzCb]+6)h,4,$2b$10$fJ2c7b89Zy0vVS5X0kxVt.bbAlKGTolDhckZBt8lNTs/ZdpSqBP2a,10,68.18
"ojiC}0)Y|[Fw5yNzH(vO]3J,SC6^45Ol",4,$2b$10$uMoQhu8kR4WNU2.cWqOa2ei4N/NfPCcbzy5Yw4vYjUj5lSjAMXuj6,10,75.506
(tFvSZEspYG=;?9.\d6:*Xs+u!/,4,$2b$10$2vixohxDLxHIVBicezooxuemSBc8Q9R.kp8JwF75AiaBwRsjf3Oeu,10,61.153
